Class Index,Serial Number,Application Date,International Priority Date,By Consent Trademark Numbers,Description,Company Name,Agent Details
14,TM2024030607,23 January 2024,,,"International Registration Number : 1813643 Jewellery; Precious stones; Amulets; Badges of precious metal; Badges (jewellery); Boxes of precious metals; Bracelets; Brooches; Presentation cases for watches; Jewellery chains; Chronographs; Horological and chronometric instruments; Tie clips; Electric watches; Cloisonné jewellery; Cuff links; Watchmaking dials; Earrings; Figurines, statues and statuettes of precious metal; Clock hands [watchmaking]; Hat ornaments of precious metal; Jewel cases of precious metal; Key rings; Decorative key rings; Leather key rings; Non-metal key rings; Medals; Medallions; Necklaces; Lockets; Pendants; Ornamental pins; Jewellery ornaments; Jewellery charms; Jewellery boxes; Jewellery pins; Tie pins; Rings; Shoe ornaments of precious metal; Straps for watches; Trinkets (jewellery); Key charms (trinkets or fobs) of precious metal; Watch bands; Watch cases; Watch chains; Watch crystals; Watch glasses; Watch springs; Coins; Watches; Wristwatches; Clocks; Works of art of precious metal; Key holders; Leather key chains; Ornamental buckle of precious metal, other than belt buckles. Printed publications; Printed matter; Paper; Stationery; Note books; Paper sheets; Paper-clips; Pen cases; Pencils; Postcards; Posters; Stickers; Stencils; Writing paper; Writing cases; Writing materials; Envelopes; Etchings; Files; Folders for papers; Graphic prints; Paintbrushes; Calendars; Bags of paper or plastic for packaging; Boxes of cardboard; Cosmetic pencil sharpeners; Books; Packaging material made of starches; Cardboard packaging; Packaging materials; Cheque book holders; Gift bags; Pocket books. Leather and imitations of leathers; Synthetic leather; Bags; Handbags; Holdalls; Rucksacks; Sports bags; Boot bags; Satchels; Wallets; Shoulder belts; Purses; Card holders; Umbrellas; Leather shoulder belts; Leather shoulder straps; Parasols; Trunks and travelling bags; Brief cases; Key cases; Wash bags; Drawstring cloth bags; Tie cases; Shopping bags; Animal skins; Imitation animal skins; Luggage; Knapsacks; Back packs; Beach bags; School bags; Sheet music bags; Suitcases; Suitcases with wheels; Vanity cases; Briefcases; Attaché cases; Walking sticks; Whips; Harness and saddlery; Collars and leashes for animals; Clothing for animals; Purses of precious metal. Footwear; Shoes; Ladies footwear; Children's footwear; Men's footwear; Leather shoes; Vinyl shoes; Esparto shoes; Esparto sandals; Rubber shoes; Low shoes; Straw shoes; Rain shoes; Over shoes; Bath slippers; Bath sandals; Galoshes; Heels; Lace boots; Half boots; Boots; Beach shoes; Sandals; Slippers; Inner soles; Soles for footwear; Footwear uppers; Heel pieces for boots and shoes; Tips for footwear; Fittings of metal for boots and shoes; Non-slipping devices for boots and shoes; Lace-up boots; Soles; Wooden shoes; Gloves; Clothing; Sweaters; Jackets; Jumpers; Vests; Lingerie; Blouses; Shirts; Trousers; Skirts; Dresses; Hats; Coats; Ties; Scarfs; Socks; Pocket squares; Belts; Leather belts for clothing. The bringing together for the benefit of others, of a variety of goods, enabling customers to conveniently view and purchase those goods, namely, footwear, bags, clothing, headgear, belts, such services provided by retail stores, wholesale outlets or by means of electronic media, for example, through websites; Retail services and online retail store services relating to the sale of perfumes, cosmetics, candles, spectacles, spectacle frames, spectacle cases, sunglasses, jewellery, watches, stationery, books, packaging, clothing, footwear, headgear, belts, umbrellas, gloves, socks, pocket squares, Christmas decorations, cushions, bed linen, crockery (porcelain), curtains, furniture, throws, vases, glassware, food products, luggage, hand bags, briefcases, jewellery boxes, works of art, figurines, glassware, bed and table covers, hats, underwear, scarves, neckties, food and drinks; Wholesale services relating to perfumes, cosmetics, candles, spectacles, spectacle frames, spectacle cases, sunglasses, jewellery, watches, stationery, books, packaging, clothing, footwear, headgear, belts, umbrellas, gloves, socks, pocket squares, Christmas decorations, cushions, bed linen, crockery (porcelain), curtains, furniture, throws, vases, glassware, food products, luggage, hand bags, briefcases, jewellery boxes, works of art, figurines, glassware, bed and table covers, hats, underwear, scarves, neckties, food and drinks; Provision of an online marketplace for buyers and sellers of goods and services; Retail store services in relation to virtual goods, namely, footwear, clothing, headwear, eyewear, brooches, watches, tie clips, cuff links, key rings, tie pins, bags, handbags, wallets, belts, purses, umbrellas, parasols, walking sticks, gloves, hats, ties, scarfs, socks, pocket squares, neckties",,
,TM2024039154,24 September 2024,,,"International Registration Number : 1827065 Wristwatches; Clocks; Watch bands; Clock components; Watch cases [parts of watches]; Watch box (gift box); Watch chains; Watch glasses; Precious stones; Synthetic diamond. SHENZHEN STARKING WATCH CO., LTD. ; 13th Floor, Building 1, STARKING Science and Technology Park, South side of Chuangye Road, East of No. 7 Road, No. 7 Industrial Zone, Heshuikou Community, Gongming Street, Guangming New District, Shenzhen, CHINA",,
,TM2024037422,14 October 2024,,,"International Registration Number : 1824492 Unprocessed or semi processed precious metals; Jewelry box; Artworks made of precious metals; Jewelry; Bracelet (jewelry); Brooch (jewelry); Ring (jewelry); Earrings; Clock; Wrist watch. GUO JUNJIE ; No. 28, Mazu Zhi Lane, Xinlian Fengxiang Community Neighborhood Committee, Fengshan Street, Shanwei City Guangdong Province, CHINA",,
,TM2024039184,26 June 2024,,,"International Registration Number : 1827461 Drums [musical instruments]; Music synthesizers; Electronic organs; Percussion musical instruments; Keyboards for musical instruments; Tuners for electronic musical instruments; Pianos; Musical instruments; Guitars; Electronic musical instruments. SHENZHEN KONIX TECHNOLOGY CO.,LTD ; 2nd & 6th Floor, 201 Plant No.3 Building, Yufeng Industrial Area, Xitou New Village, Shangfen Community, Minzhi Street, Longhua District, Shenzhen City Guangdong Province, CHINA",,
,TM2024036668,4 September 2024,,,"International Registration Number : 1705475 Drums [musical instruments]; Checking tone ware; Musical instruments; Electronic musical instruments; Music synthesizers; Electronic organ; Tuning forks; Musical boxes; Pedals for musical instruments; Mutes for musical instruments. SHENZHEN JOYO TECHNOLOGY CO., LTD ; Floor 2, Lushi industrial building, zone 28, Xin'an street, Bao'an District, Shenzhen Guangdong, CHINA SensIQ",,
,TM2022001087,7 July 2021,"15 January 2021,",,"International Registration Number : 1638547 European Union Intellectual Property Office (EUIPO) Profiles made of plastic or mainly of plastic also in incorporating electric/electronic sensors for use as edge trims with anti-pinch function for vehicles; Profiles made of latex [rubber], elastomers, silicone for use as door edge trims with anti-pinch function for vehicles; Profiles made of latex [rubber], elastomer resins and silicone incorporating contact strips for use as edge trims with anti-pinch function for vehicles; Profiles made of latex [rubber], elastomer resins and silicone incorporating optical signal displays for use as edge trims with anti-pinch function for vehicles; Profiles made of latex [rubber], elastomer resins and silicone incorporating light grid systems for use as edge trims with anti-pinch function for vehicles; Profiles made of latex [rubber], elastomer resins and silicone incorporating non-contact switching systems for use as edge trims with anti-pinch function for vehicles. HüBNER GMBH & CO. KG ; Heinrich-Hertz-Straße 2, 34123 Kassel, GERMANY Jalan Bangsar Utama 1, Bangsar, 59000 Kuala Lumpur CLOUD ZERO",,"Leong Jin Hoong, Ng, Arlene Tan & Leong 30-2, Jalan Bangsar Utama 1, Bangsar, 59000 Kuala Lumpur"
18,TM2024019512,3 May 2024,,,"International Registration Number : 1797306 Bags; Packaging containers of leather; Key cases [leather goods]; Small bags for men; Rucksacks for mountaineers; Shoulder bags; Bags for sports; Parasols [sun umbrellas]; Travelling bags; Key cases; Key pouches; Umbrellas; Folding briefcases; Purses; Card wallets; Bags [envelopes, pouches] of leather for packaging; School bags; Handbags; Portable cosmetic cases (sold empty); Hipsacks. Leather shoes; Golf shoes; Men's footwear; Shoes; Mountaineering shoes; Leisure shoes; Hats; Winter face masks (clothing); Boots; Sandals; Sneakers; Sports caps and hats; Sports shoes; Slippers; Footwear; Inner soles;",,
18,TM2024023894,1 July 2024,,,"International Registration Number : 1804132 ocean; the words as a whole have no meaning in english. Leather, unworked or semi-worked; Pocket wallets; Handbags; Trunks [luggage]; Umbrellas; Canes; Harness for animals; Leather straps. Ready-made clothing; Trousers; Coats; Dresses; Underwear; Galoshes; Pyjamas; Boots; Slippers; Scarfs; Hats. XIAMEN MEIYANG CLOTHING CO., LTD. ; Room 3101-3, No. 535, Gaolin Zhong Road, Huli District, Xiamen, Fujian, CHINA",,
,TM2024036628,6 September 2024,,,"International Registration Number : 1823907 School bags; Briefcases; Haversacks; Handbags; Sling bags for carrying infants; Suitcases; Rucksacks; Shopping bags; Key cases; Pocket wallets. No.2, Heng Er Street, Xin Er Team, Shiling Town, Huadu District, Guangzhou Guangdong, CHINA","GUANGZHOU NOHOO CHILDREN PRODUCTS CO.,LTD.;",
,TM2024039127,16 October 2024,,,"International Registration Number : 1826861 Imitation leather; Handbags; Travelling bags; Backpacks; Bags; Pocket wallets; School bags; Umbrellas; Walking sticks; Harness traces. YUEXI COUNTY JINRUI E-COMMERCE CO., LTD ; No. 018, Xinmin Group, Chengdong Community Neighborhood Committee, Tiantang Town, Yuexi County, Anqing City Anhui Province, CHINA",,
18,TM2024039137,1 November 2024,,,"International Registration Number : 1826931 Frames for bags (structural parts of bags); Backpacks; Garment bags for travel; Trunks (luggage); Pocket wallets; Handbags; Travelling bags; Toilet bags, not fitted; Suitcase packing organizers; School satchels; Imitation leather; Umbrellas; Mountaineering sticks; Clothing for pets. Clothing; Bathing suits; Raincoat; Shoes; Caps being headwear; Hosiery; Gloves (clothing); Neckties; Leather belt (clothing); Sleep masks. CHENGDU SKYWALKER TECHNOLOGY COMPANY LIMITED ; Room 1-1920, 19th Floor, Building 1, No. 50, Hangtian Road, Chenghua District, Chengdu Sichuan Province, CHINA",,
